masv,mamh,diem
C0323,TOA1,10.0
C0323,TOA2,6.0
C0323,TTNT,4.5
C0324,CSD1,9.5
C0324,CSD2,7.0
C0324,CTDL,4.5
C0324,KTLT,6.5
C0324,LQL1,9.0
C0324,LQL2,8.0
C0324,NMLT,4.0
C0324,TOA1,5.0
C0324,TOA2,9.0
C0324,TTNT,6.0
C0325,CSD1,7.5
C0325,CSD2,5.0
C0325,CTDL,5.5
C0325,KTLT,5.5
C0325,LQL1,7.5
C0325,LQL2,5.5
C0325,NMLT,6.0
C0325,TOA1,6.5
C0325,TOA2,4.0
C0325,TTNT,9.0
C0326,CSD1,4.5
C0326,CSD2,9.5
C0326,CTDL,9.5
C0326,KTLT,9.5
C0326,LQL1,5.5
C0326,LQL2,9.0
C0326,NMLT,8.0
C0326,TOA1,5.0
C0326,TOA2,6.0
C0326,TTNT,9.5
C0327,CSD1,10.0
C0327,CSD2,5.0
C0327,CTDL,4.5
C0327,KTLT,9.0
C0327,LQL1,9.0
C0327,LQL2,9.5
C0327,NMLT,5.0
C0327,TOA1,8.0
C0327,TOA2,8.0
C0327,TTNT,8.0
C0328,CSD1,5.0
C0328,CSD2,5.5
C0328,CTDL,5.5
C0328,KTLT,8.5
C0328,LQL1,7.5
C0328,LQL2,8.0
C0328,NMLT,10.0
C0328,TOA1,8.0
C0328,TOA2,6.0
C0328,TTNT,10.0
C0329,CSD1,10.0
C0329,CSD2,7.5
C0329,CTDL,6.5
C0329,KTLT,9.5
C0329,LQL1,7.5
C0329,LQL2,9.0
C0329,NMLT,6.0
C0329,TOA1,6.5
C0329,TOA2,9.0
C0329,TTNT,6.5
C0330,CSD1,4.5
C0330,CSD2,7.0
C0330,CTDL,10.0
C0330,KTLT,9.5
C0330,LQL1,10.0
C0330,LQL2,8.0
C0330,NMLT,5.0
C0330,TOA1,9.5
C0330,TOA2,7.0
C0330,TTNT,8.5
C0331,CSD1,5.5
C0331,CSD2,5.0
C0331,CTDL,7.5
C0331,KTLT,7.0
C0331,LQL1,10.0
C0331,LQL2,5.0
C0331,NMLT,10.0
C0331,TOA1,6.5
C0331,TOA2,7.5
C0331,TTNT,5.5
C0332,CSD1,8.0
C0332,CSD2,7.5
C0332,CTDL,5.5
C0332,KTLT,10.0
C0332,LQL1,9.0
C0332,LQL2,9.0
C0332,NMLT,6.0
C0332,TOA1,4.0
C0332,TOA2,9.5
C0332,TTNT,10.0
C0333,CSD1,5.0
C0333,CSD2,9.0
C0333,CTDL,6.5
C0333,KTLT,8.0
C0333,LQL1,9.5
C0333,LQL2,8.0
C0333,NMLT,4.0
C0333,TOA1,10.0
C0333,TOA2,8.0
C0333,TTNT,6.5
C0334,CSD1,6.5
C0334,CSD2,5.0
C0334,CTDL,9.5
C0334,KTLT,4.5
C0334,LQL1,7.0
C0334,LQL2,5.5
C0334,NMLT,4.0
C0334,TOA1,8.0
C0334,TOA2,6.0
C0334,TTNT,6.0
C0335,CSD1,10.0
C0335,CSD2,6.0
C0335,CTDL,10.0
C0335,KTLT,5.5
C0335,LQL1,6.0
C0335,LQL2,7.5
C0335,NMLT,6.5
C0335,TOA1,10.0
C0335,TOA2,5.0
C0335,TTNT,8.0
C0336,CSD1,7.0
C0336,CSD2,6.0
C0336,CTDL,8.0
C0336,KTLT,8.0
C0336,LQL1,9.0
C0336,LQL2,8.0
C0336,NMLT,7.0
C0336,TOA1,6.0
C0336,TOA2,6.0
C0336,TTNT,8.0
C0337,CSD1,8.0
C0337,CSD2,9.5
C0337,CTDL,5.0
C0337,KTLT,8.0
C0337,LQL1,8.5
C0337,LQL2,4.0
C0337,NMLT,9.5
C0337,TOA1,10.0
C0337,TOA2,6.0
C0337,TTNT,7.5
C0338,CSD1,9.0
C0338,CSD2,6.0
C0338,CTDL,7.0
C0338,KTLT,7.0
C0338,LQL1,10.0
C0338,LQL2,8.0
C0338,NMLT,9.5
C0338,TOA1,6.0
C0338,TOA2,5.5
C0338,TTNT,9.0
C0339,CSD1,9.0
C0339,CSD2,5.5
C0339,CTDL,6.5
C0339,KTLT,7.5
C0339,LQL1,6.5
C0339,LQL2,8.5
C0339,NMLT,5.0
C0339,TOA1,5.5
C0339,TOA2,9.0
C0339,TTNT,4.5
C0340,CSD1,9.0
C0340,CSD2,8.5
C0340,CTDL,8.5
C0340,KTLT,9.0
C0340,LQL1,5.5
C0340,LQL2,4.0
C0340,NMLT,7.5
C0340,TOA1,4.0
C0340,TOA2,8.0
C0340,TTNT,5.5
C0341,CSD1,9.0
C0341,CSD2,8.5
C0341,CTDL,9.5
C0341,KTLT,9.5
C0341,LQL1,7.0
C0341,LQL2,5.5
C0341,NMLT,5.0
C0341,TOA1,5.0
C0341,TOA2,6.0
C0341,TTNT,6.0
C0342,CSD1,5.5
C0342,CSD2,4.5
C0342,CTDL,4.5
C0342,KTLT,5.0
C0342,LQL1,7.5
C0342,LQL2,8.0
C0342,NMLT,5.5
C0342,TOA1,10.0
C0342,TOA2,9.0
C0342,TTNT,4.5
C0343,CSD1,5.0
C0343,CSD2,9.0
C0343,CTDL,6.5
C0343,KTLT,8.0
C0343,LQL1,7.0
C0343,LQL2,5.5
C0343,NMLT,8.5
C0343,TOA1,4.0
C0343,TOA2,9.5
C0343,TTNT,8.0
C0344,CSD1,4.0
C0344,CSD2,5.5
C0344,CTDL,6.5
C0344,KTLT,9.5
C0344,LQL1,6.0
C0344,LQL2,5.0
C0344,NMLT,9.5
C0344,TOA1,7.5
C0344,TOA2,10.0
C0344,TTNT,4.0
C0345,CSD1,6.5
C0345,CSD2,6.0
C0345,CTDL,8.0
C0345,KTLT,6.5
C0345,LQL1,9.0
C0345,LQL2,8.0
C0345,NMLT,6.0
C0345,TOA1,8.5
C0345,TOA2,9.5
C0345,TTNT,5.5
C0346,CSD1,5.5
C0346,CSD2,6.0
C0346,CTDL,5.0
C0346,KTLT,10.0
C0346,LQL1,8.0
C0346,LQL2,8.5
C0346,NMLT,9.0
C0346,TOA1,5.0
C0346,TOA2,8.5
C0346,TTNT,6.0
C0347,CSD1,7.5
C0347,CSD2,4.0
C0347,CTDL,8.5
C0347,KTLT,5.5
C0347,LQL1,6.0
C0347,LQL2,8.0
C0347,NMLT,8.0
C0347,TOA1,4.0
C0347,TOA2,5.5
C0347,TTNT,8.0
C0348,CSD1,6.0
C0348,CSD2,6.5
C0348,CTDL,9.0
C0348,KTLT,8.5
C0348,LQL1,7.0
C0348,LQL2,6.5
C0348,NMLT,6.0
C0348,TOA1,8.0
C0348,TOA2,7.5
C0348,TTNT,7.5
C0349,CSD1,7.5
C0349,CSD2,9.5
C0349,CTDL,9.5
C0349,KTLT,10.0
C0349,LQL1,8.0
C0349,LQL2,7.5
C0349,NMLT,7.5
C0349,TOA1,9.0
C0349,TOA2,8.0
C0349,TTNT,6.0
C0350,CSD1,7.5
C0350,CSD2,8.0
C0350,CTDL,6.5
C0350,KTLT,6.5
C0350,LQL1,9.0
C0350,LQL2,6.0
C0350,NMLT,9.5
C0350,TOA1,7.0
C0350,TOA2,7.5
C0350,TTNT,10.0
C0351,CSD1,5.5
C0351,CSD2,7.0
C0351,CTDL,8.5
C0351,KTLT,7.0
C0351,LQL1,10.0
C0351,LQL2,6.5
C0351,NMLT,9.5
C0351,TOA1,8.0
C0351,TOA2,4.0
C0351,TTNT,9.5
C0352,CSD1,9.0
C0352,CSD2,5.0
C0352,CTDL,6.5
C0352,KTLT,10.0
C0352,LQL1,10.0
C0352,LQL2,4.0
C0352,NMLT,6.0
C0352,TOA1,9.5
C0352,TOA2,9.5
C0352,TTNT,10.0
C0353,CSD1,9.0
C0353,CSD2,8.5
C0353,CTDL,6.5
C0353,KTLT,5.5
C0353,LQL1,7.0
C0353,LQL2,7.5
C0353,NMLT,9.0
C0353,TOA1,9.0
C0353,TOA2,8.0
C0353,TTNT,8.0
C0354,CSD1,8.5
C0354,CSD2,10.0
C0354,CTDL,7.0
C0354,KTLT,5.0
C0354,LQL1,8.5
C0354,LQL2,7.5
C0354,NMLT,6.5
C0354,TOA1,7.5
C0354,TOA2,5.5
C0354,TTNT,5.5
C0355,CSD1,9.0
C0355,CSD2,10.0
C0355,CTDL,7.0
C0355,KTLT,8.5
C0355,LQL1,10.0
C0355,LQL2,7.0
C0355,NMLT,7.5
C0355,TOA1,9.5
C0355,TOA2,9.5
C0355,TTNT,9.5
C0356,CSD1,5.0
C0356,CSD2,9.0
C0356,CTDL,7.0
C0356,KTLT,7.5
C0356,LQL1,5.5
C0356,LQL2,9.5
C0356,NMLT,9.0
C0356,TOA1,5.0
C0356,TOA2,6.5
C0356,TTNT,8.5
C0357,CSD1,8.5
C0357,CSD2,10.0
C0357,CTDL,9.0
C0357,KTLT,7.0
C0357,LQL1,10.0
C0357,LQL2,6.5
C0357,NMLT,8.0
C0357,TOA1,6.0
C0357,TOA2,9.0
C0357,TTNT,7.0
C0358,CSD1,10.0
C0358,CSD2,5.0
C0358,CTDL,6.5
C0358,KTLT,9.5
C0358,LQL1,9.0
C0358,LQL2,10.0
C0358,NMLT,5.0
C0358,TOA1,5.0
C0358,TOA2,9.5
C0358,TTNT,4.5
C0359,CSD1,9.5
C0359,CSD2,5.0
C0359,CTDL,10.0
C0359,KTLT,7.5
C0359,LQL1,5.0
C0359,LQL2,8.0
C0359,NMLT,5.0
C0359,TOA1,5.5
C0359,TOA2,6.0
C0359,TTNT,5.5
C0360,CSD1,8.5
C0360,CSD2,6.0
C0360,CTDL,7.5
C0360,KTLT,8.0
C0360,LQL1,10.0
C0360,LQL2,10.0
C0360,NMLT,5.0
C0360,TOA1,7.5
C0360,TOA2,8.0
C0360,TTNT,6.5
C0361,CSD1,7.0
C0361,CSD2,10.0
C0361,CTDL,8.0
C0361,KTLT,7.0
C0361,LQL1,8.5
C0361,LQL2,8.0
C0361,NMLT,10.0
C0361,TOA1,6.0
C0361,TOA2,6.5
C0361,TTNT,5.5
C0362,CSD1,5.0
C0362,CSD2,9.5
C0362,CTDL,7.5
C0362,KTLT,10.0
C0362,LQL1,8.5
C0362,LQL2,6.5
C0362,NMLT,9.5
C0362,TOA1,10.0
C0362,TOA2,4.0
C0362,TTNT,9.0
C0363,CSD1,5.0
C0363,CSD2,8.0
C0363,CTDL,7.0
C0363,KTLT,8.5
C0363,LQL1,5.5
C0363,LQL2,10.0
C0363,NMLT,7.5
C0363,TOA1,8.0
C0363,TOA2,10.0
C0363,TTNT,9.0
C0364,CSD1,4.5
C0364,CSD2,9.0
C0364,CTDL,8.0
C0364,KTLT,10.0
C0364,LQL1,6.0
C0364,LQL2,8.5
C0364,NMLT,8.5
C0364,TOA1,8.5
C0364,TOA2,5.0
C0364,TTNT,10.0
C0365,CSD1,10.0
C0365,CSD2,10.0
C0365,CTDL,4.5
C0365,KTLT,8.5
C0365,LQL1,9.5
C0365,LQL2,8.0
C0365,NMLT,7.5
C0365,TOA1,6.5
C0365,TOA2,6.5
C0365,TTNT,7.5
C0366,CSD1,7.5
C0366,CSD2,9.0
C0366,CTDL,6.5
C0366,KTLT,6.0
C0366,LQL1,5.0
C0366,LQL2,8.5
C0366,NMLT,6.5
C0366,TOA1,5.0
C0366,TOA2,7.0
C0366,TTNT,7.5
C0367,CSD1,9.0
C0367,CSD2,4.0
C0367,CTDL,7.5
C0367,KTLT,5.5
C0367,LQL1,7.0
C0367,LQL2,5.0
C0367,NMLT,7.0
C0367,TOA1,8.0
C0367,TOA2,7.5
C0367,TTNT,8.5
C0368,CSD1,10.0
C0368,CSD2,7.0
C0368,CTDL,10.0
C0368,KTLT,5.5
C0368,LQL1,10.0
C0368,LQL2,5.5
C0368,NMLT,8.5
C0368,TOA1,5.5
C0368,TOA2,9.0
C0368,TTNT,9.0
C0369,CSD1,6.0
C0369,CSD2,7.0
C0369,CTDL,5.0
C0369,KTLT,4.0
C0369,LQL1,9.0
C0369,LQL2,4.5
C0369,NMLT,10.0
C0369,TOA1,6.0
C0369,TOA2,8.5
C0369,TTNT,6.0
C0370,CSD1,6.5
C0370,CSD2,7.5
C0370,CTDL,5.5
C0370,KTLT,7.5
C0370,LQL1,5.0
C0370,LQL2,6.0
C0370,NMLT,9.0
C0370,TOA1,7.5
C0370,TOA2,7.0
C0370,TTNT,9.0
C0371,CSD1,8.0
C0371,CSD2,9.5
C0371,CTDL,5.0
C0371,KTLT,7.0
C0371,LQL1,8.0
C0371,LQL2,8.0
C0371,NMLT,8.0
C0371,TOA1,7.0
C0371,TOA2,7.5
C0371,TTNT,4.0
C0372,CSD1,8.0
C0372,CSD2,5.0
C0372,CTDL,9.0
C0372,KTLT,10.0
C0372,LQL1,4.0
C0372,LQL2,9.0
C0372,NMLT,9.0
C0372,TOA1,8.0
C0372,TOA2,9.5
C0372,TTNT,9.0
C0373,CSD1,8.0
C0373,CSD2,9.5
C0373,CTDL,7.5
C0373,KTLT,8.5
C0373,LQL1,4.5
C0373,LQL2,7.5
C0373,NMLT,8.5
C0373,TOA1,10.0
C0373,TOA2,10.0
C0373,TTNT,4.0
C0374,CSD1,9.0
C0374,CSD2,4.0
C0374,CTDL,5.0
C0374,KTLT,4.0
C0374,LQL1,7.5
C0374,LQL2,6.0
C0374,NMLT,7.5
C0374,TOA1,7.0
C0374,TOA2,4.0
C0374,TTNT,5.5
C0375,CSD1,9.0
C0375,CSD2,9.5
C0375,CTDL,5.0
C0375,KTLT,6.0
C0375,LQL1,9.0
C0375,LQL2,10.0
C0375,NMLT,7.5
C0375,TOA1,5.5
C0375,TOA2,6.0
C0375,TTNT,6.5
C0376,CSD1,5.0
C0376,CSD2,5.0
C0376,CTDL,4.5
C0376,KTLT,10.0
C0376,LQL1,6.5
C0376,LQL2,9.0
C0376,NMLT,7.0
C0376,TOA1,7.5
C0376,TOA2,6.0
C0376,TTNT,8.0
C0377,CSD1,4.5
C0377,CSD2,10.0
C0377,CTDL,5.0
C0377,KTLT,5.5
C0377,LQL1,8.0
C0377,LQL2,8.5
C0377,NMLT,8.5
C0377,TOA1,9.5
C0377,TOA2,6.0
C0377,TTNT,9.5
C0378,CSD1,5.0
C0378,CSD2,7.0
C0378,CTDL,4.0
C0378,KTLT,9.0
C0378,LQL1,6.5
C0378,LQL2,4.0
C0378,NMLT,5.5
C0378,TOA1,7.0
C0378,TOA2,10.0
C0378,TTNT,4.0
C0379,CSD1,6.5
C0379,CSD2,10.0
C0379,CTDL,8.0
C0379,KTLT,5.0
C0379,LQL1,8.5
C0379,LQL2,9.5
C0379,NMLT,9.5
C0379,TOA1,8.0
C0379,TOA2,4.0
C0379,TTNT,7.5
C0380,CSD1,5.0
C0380,CSD2,4.0
C0380,CTDL,7.5
C0380,KTLT,9.5
C0380,LQL1,6.0
C0380,LQL2,4.0
C0380,NMLT,5.5
C0380,TOA1,6.5
C0380,TOA2,8.5
C0380,TTNT,5.0
C0381,CSD1,10.0
C0381,CSD2,8.5
C0381,CTDL,9.0
C0381,KTLT,6.5
C0381,LQL1,5.5
C0381,LQL2,5.5
C0381,NMLT,10.0
C0381,TOA1,6.0
C0381,TOA2,4.5
C0381,TTNT,8.5
C0382,CSD1,7.5
C0382,CSD2,6.5
C0382,CTDL,4.5
C0382,KTLT,10.0
C0382,LQL1,4.5
C0382,LQL2,7.5
C0382,NMLT,7.0
C0382,TOA1,5.5
C0382,TOA2,7.0
C0382,TTNT,8.5
C0383,CSD1,4.0
C0383,CSD2,6.5
C0383,CTDL,6.0
C0383,KTLT,7.5
C0383,LQL1,9.5
C0383,LQL2,8.0
C0383,NMLT,9.5
C0383,TOA1,5.0
C0383,TOA2,7.0
C0383,TTNT,8.5
C0384,CSD1,9.0
C0384,CSD2,4.0
C0384,CTDL,6.5
C0384,KTLT,5.0
C0384,LQL1,7.0
C0384,LQL2,10.0
C0384,NMLT,7.0
C0384,TOA1,4.0
C0384,TOA2,8.5
C0384,TTNT,6.0
C0385,CSD1,10.0
C0385,CSD2,8.0
C0385,CTDL,10.0
C0385,KTLT,8.5
C0385,LQL1,9.5
C0385,LQL2,8.0
C0385,NMLT,8.5
C0385,TOA1,6.5
C0385,TOA2,6.0
C0385,TTNT,5.5
C0386,CSD1,5.5
C0386,CSD2,6.0
C0386,CTDL,8.0
C0386,KTLT,5.5
C0386,LQL1,6.5
C0386,LQL2,6.0
C0386,NMLT,9.0
C0386,TOA1,5.5
C0386,TOA2,6.0
C0386,TTNT,7.5
C0387,CSD1,9.5
C0387,CSD2,10.0
C0387,CTDL,9.0
C0387,KTLT,8.5
C0387,LQL1,7.0
C0387,LQL2,9.5
C0387,NMLT,8.5
C0387,TOA1,9.0
C0387,TOA2,8.5
C0387,TTNT,7.5
C0388,CSD1,9.0
C0388,CSD2,5.0
C0388,CTDL,9.5
C0388,KTLT,5.5
C0388,LQL1,9.5
C0388,LQL2,9.5
C0388,NMLT,6.5
C0388,TOA1,9.5
C0388,TOA2,9.5
C0388,TTNT,7.0
C0389,CSD1,6.0
C0389,CSD2,5.5
C0389,CTDL,9.5
C0389,KTLT,6.5
C0389,LQL1,6.5
C0389,LQL2,6.0
C0389,NMLT,7.5
C0389,TOA1,10.0
C0389,TOA2,9.5
C0389,TTNT,5.0
C0390,CSD1,10.0
C0390,CSD2,10.0
C0390,CTDL,8.0
C0390,KTLT,7.0
C0390,LQL1,4.0
C0390,LQL2,6.5
C0390,NMLT,9.0
C0390,TOA1,9.0
C0390,TOA2,8.0
C0390,TTNT,7.0
C0391,CSD1,8.0
C0391,CSD2,10.0
C0391,CTDL,4.5
C0391,KTLT,4.0
C0391,LQL1,6.5
C0391,LQL2,8.0
C0391,NMLT,8.0
C0391,TOA1,10.0
C0391,TOA2,7.0
C0391,TTNT,6.0
C0392,CSD1,4.5
C0392,CSD2,9.5
C0392,CTDL,9.0
C0392,KTLT,9.0
C0392,LQL1,5.0
C0392,LQL2,8.5
C0392,NMLT,7.5
C0392,TOA1,7.5
C0392,TOA2,10.0
C0392,TTNT,4.5
C0393,CSD1,6.0
C0393,CSD2,7.5
C0393,CTDL,8.5
C0393,KTLT,5.5
C0393,LQL1,8.5
C0393,LQL2,9.0
C0393,NMLT,6.0
C0393,TOA1,9.0
C0393,TOA2,6.0
C0393,TTNT,9.0
C0394,CSD1,10.0
C0394,CSD2,9.0
C0394,CTDL,6.5
C0394,KTLT,10.0
C0394,LQL1,9.5
C0394,LQL2,7.5
C0394,NMLT,5.0
C0394,TOA1,6.5
C0394,TOA2,5.5
C0394,TTNT,8.5
C0395,CSD1,7.0
C0395,CSD2,7.0
C0395,CTDL,9.5
C0395,KTLT,7.5
C0395,LQL1,6.0
C0395,LQL2,10.0
C0395,NMLT,10.0
C0395,TOA1,6.0
C0395,TOA2,5.0
C0395,TTNT,5.0
C0396,CSD1,7.5
C0396,CSD2,7.5
C0396,CTDL,4.0
C0396,KTLT,9.0
C0396,LQL1,8.0
C0396,LQL2,8.5
C0396,NMLT,10.0
C0396,TOA1,4.5
C0396,TOA2,6.0
C0396,TTNT,7.0
C0397,CSD1,5.0
C0397,CSD2,5.5
C0397,CTDL,10.0
C0397,KTLT,10.0
C0397,LQL1,7.5
C0397,LQL2,9.0
C0397,NMLT,6.0
C0397,TOA1,9.0
C0397,TOA2,8.0
C0397,TTNT,7.0
C0398,CSD1,7.0
C0398,CSD2,7.0
C0398,CTDL,4.0
C0398,KTLT,5.0
C0398,LQL1,5.0
C0398,LQL2,8.0
C0398,NMLT,10.0
C0398,TOA1,9.5
C0398,TOA2,9.0
C0398,TTNT,5.5
C0399,CSD1,5.0
C0399,CSD2,5.5
C0399,CTDL,8.5
C0399,KTLT,5.0
C0399,LQL1,8.0
C0399,LQL2,8.5
C0399,NMLT,8.5
C0399,TOA1,5.0
C0399,TOA2,8.5
C0399,TTNT,8.5
C0400,CSD1,6.0
C0400,CSD2,7.0
C0400,CTDL,10.0
C0400,KTLT,7.5
C0400,LQL1,7.5
C0400,LQL2,8.5
C0400,NMLT,5.5
C0400,TOA1,5.0
C0400,TOA2,9.5
C0400,TTNT,10.0
C0401,CSD1,6.0
C0401,CSD2,5.5
C0401,CTDL,8.0
C0401,KTLT,9.0
C0401,LQL1,6.5
C0401,LQL2,8.0
C0401,NMLT,5.0
C0401,TOA1,5.5
C0401,TOA2,10.0
C0401,TTNT,5.5
C0402,CSD1,7.5
C0402,CSD2,6.5
C0402,CTDL,5.0
C0402,KTLT,9.5
C0402,LQL1,5.5
C0402,LQL2,9.0
C0402,NMLT,7.5
C0402,TOA1,5.5
C0402,TOA2,4.5
C0402,TTNT,7.0
C0403,CSD1,9.5
C0403,CSD2,4.5
C0403,CTDL,4.0
C0403,KTLT,5.0
C0403,LQL1,6.0
C0403,LQL2,5.5
C0403,NMLT,9.0
C0403,TOA1,6.5
C0403,TOA2,10.0
C0403,TTNT,5.0
C0404,CSD1,8.0
C0404,CSD2,6.0
C0404,CTDL,9.0
C0404,KTLT,6.0
C0404,LQL1,8.0
C0404,LQL2,6.5
C0404,NMLT,5.5
C0404,TOA1,5.5
C0404,TOA2,6.5
C0404,TTNT,9.0
C0405,CSD1,5.5
C0405,CSD2,7.0
C0405,CTDL,9.0
C0405,KTLT,6.5
C0405,LQL1,5.5
C0405,LQL2,8.0
C0405,NMLT,7.5
C0405,TOA1,6.0
C0405,TOA2,7.0
C0405,TTNT,9.5
C0406,CSD1,6.5
C0406,CSD2,8.5
C0406,CTDL,7.0
C0406,KTLT,8.5
C0406,LQL1,6.0
C0406,LQL2,5.0
C0406,NMLT,4.0
C0406,TOA1,6.0
C0406,TOA2,7.0
C0406,TTNT,7.0
C0407,CSD1,10.0
C0407,CSD2,6.5
C0407,CTDL,7.0
C0407,KTLT,5.0
C0407,LQL1,7.5
C0407,LQL2,7.5
C0407,NMLT,6.5
C0407,TOA1,8.5
C0407,TOA2,5.5
C0407,TTNT,8.5
C0408,CSD1,4.5
C0408,CSD2,6.0
C0408,CTDL,7.5
C0408,KTLT,7.0
C0408,LQL1,4.0
C0408,LQL2,10.0
C0408,NMLT,7.5
C0408,TOA1,5.5
C0408,TOA2,9.5
C0408,TTNT,6.0
C0409,CSD1,8.0
C0409,CSD2,8.5
C0409,CTDL,4.0
C0409,KTLT,7.5
C0409,LQL1,6.0
C0409,LQL2,7.5
C0409,NMLT,8.0
C0409,TOA1,7.5
C0409,TOA2,9.0
C0409,TTNT,7.0
C0410,CSD1,9.0
C0410,CSD2,6.5
C0410,CTDL,8.5
C0410,KTLT,5.5
C0410,LQL1,5.0
C0410,LQL2,8.0
C0410,NMLT,7.5
C0410,TOA1,10.0
C0410,TOA2,5.5
C0410,TTNT,5.0
C0411,CSD1,10.0
C0411,CSD2,4.5
C0411,CTDL,5.0
C0411,KTLT,5.0
C0411,LQL1,6.0
C0411,LQL2,7.5
C0411,NMLT,5.0
C0411,TOA1,5.0
C0411,TOA2,9.5
C0411,TTNT,4.0
C0412,CSD1,6.0
C0412,CSD2,9.5
C0412,CTDL,6.0
C0412,KTLT,9.5
C0412,LQL1,8.0
C0412,LQL2,8.5
C0412,NMLT,7.0
C0412,TOA1,10.0
C0412,TOA2,7.0
C0412,TTNT,5.0
C0413,CSD1,9.5
C0413,CSD2,9.0
C0413,CTDL,8.5
C0413,KTLT,6.0
C0413,LQL1,7.0
C0413,LQL2,5.0
C0413,NMLT,9.0
C0413,TOA1,6.0
C0413,TOA2,6.0
C0413,TTNT,7.0
C0414,CSD1,9.0
C0414,CSD2,7.0
C0414,CTDL,4.5
C0414,KTLT,5.5
C0414,LQL1,8.5
C0414,LQL2,9.0
C0414,NMLT,10.0
C0414,TOA1,5.0
C0414,TOA2,6.0
C0414,TTNT,9.0
C0415,CSD1,7.5
C0415,CSD2,10.0
C0415,CTDL,7.0
C0415,KTLT,7.0
C0415,LQL1,4.5
C0415,LQL2,7.0
C0415,NMLT,8.0
C0415,TOA1,9.0
C0415,TOA2,9.0
C0415,TTNT,6.0
C0416,CSD1,8.0
C0416,CSD2,7.0
C0416,CTDL,6.0
C0416,KTLT,8.0
C0416,LQL1,7.0
C0416,LQL2,8.5
C0416,NMLT,7.5
C0416,TOA1,6.0
C0416,TOA2,8.5
C0416,TTNT,8.0
C0417,CSD1,10.0
C0417,CSD2,6.5
C0417,CTDL,4.5
C0417,KTLT,4.5
C0417,LQL1,10.0
C0417,LQL2,5.0
C0417,NMLT,9.5
C0417,TOA1,8.0
C0417,TOA2,8.0
C0417,TTNT,7.5
C0418,CSD1,7.5
C0418,CSD2,5.5
C0418,CTDL,9.0
C0418,KTLT,9.0
C0418,LQL1,6.0
C0418,LQL2,9.0
C0418,NMLT,6.5
C0418,TOA1,7.0
C0418,TOA2,5.0
C0418,TTNT,7.5
C0419,CSD1,9.0
C0419,CSD2,9.5
C0419,CTDL,9.0
C0419,KTLT,8.5
C0419,LQL1,10.0
C0419,LQL2,10.0
C0419,NMLT,6.5
C0419,TOA1,5.0
C0419,TOA2,4.0
C0419,TTNT,10.0
C0420,CSD1,4.0
C0420,CSD2,7.0
C0420,CTDL,8.0
C0420,KTLT,6.5
C0420,LQL1,6.0
C0420,LQL2,6.5
C0420,NMLT,6.5
C0420,TOA1,6.0
C0420,TOA2,5.0
C0420,TTNT,4.0
C0421,CSD1,9.0
C0421,CSD2,7.5
C0421,CTDL,10.0
C0421,KTLT,5.5
C0421,LQL1,5.5
C0421,LQL2,5.5
C0421,NMLT,7.0
C0421,TOA1,9.0
C0421,TOA2,5.5
C0421,TTNT,8.0
C0422,CSD1,9.0
C0422,CSD2,6.5
C0422,CTDL,6.5
C0422,KTLT,9.0
C0422,LQL1,10.0
C0422,LQL2,8.0
C0422,NMLT,9.5
C0422,TOA1,8.0
C0422,TOA2,6.5
C0422,TTNT,4.0
C0423,CSD1,4.0
C0423,CSD2,7.5
C0423,CTDL,9.0
C0423,KTLT,9.0
C0423,LQL1,9.0
C0423,LQL2,6.0
C0423,NMLT,9.5
C0423,TOA1,9.5
C0423,TOA2,8.0
C0423,TTNT,5.5
C0424,CSD1,7.0
C0424,CSD2,5.5
C0424,CTDL,9.0
C0424,KTLT,4.5
C0424,LQL1,5.5
C0424,LQL2,7.0
C0424,NMLT,10.0
C0424,TOA1,8.5
C0424,TOA2,7.5
C0424,TTNT,8.5
C0425,CSD1,5.0
C0425,CSD2,9.0
C0425,CTDL,10.0
C0425,KTLT,6.0
C0425,LQL1,6.5
C0425,LQL2,7.0
C0425,NMLT,9.5
C0425,TOA1,4.0
C0425,TOA2,8.0
C0425,TTNT,5.5
C0426,CSD1,5.0
C0426,CSD2,8.0
C0426,CTDL,9.5
C0426,KTLT,6.0
C0426,LQL1,7.5
C0426,LQL2,7.5
C0426,NMLT,8.0
C0426,TOA1,8.0
C0426,TOA2,10.0
C0426,TTNT,6.5
C0427,CSD1,8.5
C0427,CSD2,9.0
C0427,CTDL,6.0
C0427,KTLT,10.0
C0427,LQL1,10.0
C0427,LQL2,8.0
C0427,NMLT,5.5
C0427,TOA1,5.0
C0427,TOA2,7.0
C0427,TTNT,8.0
C0428,CSD1,6.5
C0428,CSD2,8.0
C0428,CTDL,6.5
C0428,KTLT,5.5
C0428,LQL1,5.5
C0428,LQL2,8.0
C0428,NMLT,10.0
C0428,TOA1,8.5
C0428,TOA2,5.0
C0428,TTNT,6.5
C0429,CSD1,6.5
C0429,CSD2,8.0
C0429,CTDL,5.0
C0429,KTLT,4.5
C0429,LQL1,6.0
C0429,LQL2,5.0
C0429,NMLT,10.0
C0429,TOA1,10.0
C0429,TOA2,5.5
C0429,TTNT,9.5
C0430,CSD1,9.5
C0430,CSD2,6.0
C0430,CTDL,7.5
C0430,KTLT,5.5
C0430,LQL1,9.0
C0430,LQL2,7.0
C0430,NMLT,6.0
C0430,TOA1,6.0
C0430,TOA2,4.0
C0430,TTNT,6.0
C0431,CSD1,8.5
C0431,CSD2,8.0
C0431,CTDL,5.0
